symbol,name,reportDate,fiscalDateEnding,estimate,currency
BIP,Brookfield Infrastructure Partners L.P,2021-02-03,2020-12-31,0.17,USD
BITA,BITA,2021-03-24,2020-12-31,,USD
BJ,BJ`s Wholesale Club Holdings Inc,2021-03-08,2021-01-31,0.67,USD
BJRI,BJs Restaurant Inc,2021-02-18,2021-01-31,-0.45,USD
BK,Bank Of New York Mellon Corp,2021-04-14,2021-03-31,,USD
BKCC,Blackrock Kelso Capital Corp,2021-03-02,2020-12-31,0.12,USD
BKD,Brookdale Senior Living Inc,2021-02-16,2020-12-31,-0.15,USD
BKE,The Buckle Inc,2021-03-11,2021-02-28,0.9,USD
BKEP,Blueknight Energy Partners LP,2021-03-23,2020-12-31,0.06,USD
BKEPP,Blueknight Energy Partners LP LLC Series A Preferred Units,2021-03-23,2020-12-31,,USD
BKH,Black Hills Corp,2021-02-09,2020-12-31,1.14,USD
BKI,Black Knight Inc Class A,2021-02-11,2020-12-31,0.55,USD
BKNG,Booking Holdings Inc,2021-02-24,2020-12-31,-3.78,USD
BKR,Baker Hughes Company Class A,2021-04-20,2021-03-31,,USD
BKTI,BK Technologies Corp,2021-02-08,2020-12-31,,USD
BL,BlackLine Inc,2021-02-11,2020-12-31,0.07,USD
BLD,TopBuild Corp,2021-02-23,2020-12-31,1.96,USD
BLDR,Builders Firstsource Inc,2021-02-26,2020-12-31,0.9,USD
BLK,Blackrock Inc,2021-04-14,2021-03-31,8.39,USD
BLKB,Blackbaud Inc,2021-02-08,2020-12-31,0.71,USD
BLL,Ball Corp,2021-02-04,2020-12-31,0.78,USD
BLMN,Bloomin Brands Inc,2021-02-16,2020-12-31,0.05,USD
BLPH,Bellerophon Therapeutics LLC,2021-04-05,2021-03-31,,USD
BLUE,bluebird bio Inc,2021-02-16,2020-12-31,-2.9,USD
BLX,Banco Latinoamericano De Comercio Exterior SA - Class E,2021-02-12,2020-12-31,0.44,USD
BLX,Banco Latinoamericano De Comercio Exterior SA - Class E,2021-04-13,2021-03-31,,USD
BMCH,BMC Stock Holdings Inc,2021-02-25,2020-12-31,0.69,USD
BMI,Badger Meter Inc,2021-01-29,2020-12-31,0.43,USD
BMI,Badger Meter Inc,2021-04-14,2021-03-31,,USD
BMRA,Biomerica Inc,2021-04-12,2021-02-28,-0.06,USD
BMRC,Bank of Marin Bancorp,2021-01-25,2020-12-31,0.48,USD
BMRC,Bank of Marin Bancorp,2021-04-19,2021-03-31,,USD
BMRN,Biomarin Pharmaceutical Inc,2021-02-24,2020-12-31,-0.17,USD
BMTC,Bryn Mawr Bank Corp,2021-04-19,2021-03-31,,USD
BMY,BristolMyers Squibb Company,2021-02-04,2020-12-31,1.41,USD
BNFT,Benefitfocus Inc,2021-03-01,2020-12-31,0.04,USD
BOCH,Bank of Commerce Holdings,2021-04-15,2021-03-31,,USD
BOH,Bank of Hawaii Corp,2021-01-25,2020-12-31,1.11,USD
BOH,Bank of Hawaii Corp,2021-04-19,2021-03-31,,USD
BOKF,BOK Financial Corp,2021-04-20,2021-03-31,,USD
BOKFL,BOK Financial Corporation 5375 Subordinated Notes due 2056,2021-04-20,2021-03-31,,USD
BOSC,B.O.S. Better Online Solutions,2021-03-29,2020-12-31,,USD
BOX,Box Inc - Class A,2021-02-24,2021-01-31,0.17,USD
BPMC,Blueprint Medicines Corp,2021-02-11,2020-12-31,-1.62,USD
BPMP,BP Midstream Partners LP representing Limited Partner Interests,2021-02-25,2020-12-31,0.39,USD
BPOP,Popular Inc,2021-01-28,2020-12-31,1.54,USD
BPRAP,BPRAP,2021-02-26,2020-12-31,,USD
BPY,Brookfield Property Partners L.P.,2021-02-02,2020-12-31,,USD
BPYPO,Brookfield Property Partners L.P. 6.375 PRF PERPETUAL USD 25 Cls A Series 2,2021-02-03,2020-12-31,,USD
BPYU,Brookfield Property REIT Inc - Class A,2021-02-26,2020-12-31,,USD
BPYUP,Brookfield Property REIT Inc 6375 Series A Preferred Stock,2021-02-26,2020-12-31,,USD
BR,Broadridge Financial Solutions Inc,2021-01-29,2020-12-31,0.69,USD
BRBR,Bellring Brands Inc - Class A,2021-02-04,2020-12-31,0.22,USD
BRC,Brady Corp - Class A,2021-02-18,2021-01-31,0.61,USD
BRK-B,Berkshire Hathaway Inc - Class B,2021-02-22,2020-12-31,,USD
BRKB,BRKB,2021-02-22,2020-12-31,,USD
BRKL,Brookline Bancorp Inc,2021-01-27,2020-12-31,0.23,USD
BRKR,Bruker Corp,2021-03-25,2020-12-31,0.54,USD
BRKS,Brooks Automation Inc,2021-02-04,2020-12-31,0.41,USD
BRO,Brown & Brown Inc,2021-01-25,2020-12-31,0.29,USD
BRX,Brixmor Property Group Inc,2021-02-11,2020-12-31,0.06,USD
BSIG,BrightSphere Investment Group Inc,2021-02-04,2020-12-31,0.43,USD
BSM,Black Stone Minerals L.P.,2021-02-01,2020-12-31,0.17,USD
BSRR,Sierra Bancorp,2021-04-19,2021-03-31,,USD
BSTC,BSTC,2021-03-15,2020-12-31,0.62,USD
BSX,Boston Scientific Corp,2021-02-03,2020-12-31,,USD
BURG,BURG,2021-03-16,2020-12-31,,USD
BURL,Burlington Stores Inc,2021-03-03,2021-02-28,2.07,USD
BUSE,First Busey Corp,2021-01-26,2020-12-31,0.54,USD
BV,BrightView Holdings Inc,2021-02-08,2020-12-31,0.08,USD
BW,Babcock & Wilcox Enterprises Inc,2021-03-29,2020-12-31,-0.16,USD
BWA,BorgWarner Inc,2021-02-11,2020-12-31,0.9,USD
BWFG,Bankwell Financial Group Inc,2021-01-25,2020-12-31,0.31,USD
BWXT,BWX Technologies Inc,2021-02-22,2020-12-31,0.71,USD
BX,Blackstone Group Inc The Class A,2021-01-27,2020-12-31,0.87,USD
BX,Blackstone Group Inc The Class A,2021-04-21,2021-03-31,,USD
BXMT,Blackstone Mortgage Trust Inc - Class A,2021-02-09,2020-12-31,0.61,USD
BXP,Boston Properties Inc,2021-01-26,2020-12-31,0.6,USD
BXS,BancorpSouth Bank,2021-01-25,2020-12-31,0.62,USD
BXS,BancorpSouth Bank,2021-04-19,2021-03-31,,USD
BY,Byline Bancorp Inc,2021-01-28,2020-12-31,0.29,USD
BYD,Boyd Gaming Corp,2021-02-18,2020-12-31,0.95,USD
BYND,Beyond Meat Inc,2021-03-01,2020-12-31,-0.12,USD
BZH,Beazer Homes USA Inc,2021-01-28,2020-12-31,0.29,USD
BZUN,Baozun Inc,2021-03-16,2020-12-31,0.55,CNY
C,Citigroup Inc,2021-04-15,2021-03-31,,USD
CABO,Cable One Inc,2021-02-25,2020-12-31,11.61,USD
CAC,Camden National Corp,2021-01-26,2020-12-31,0.93,USD
CACC,Credit Acceptance Corp,2021-01-28,2020-12-31,7.21,USD
CACI,Caci International Inc,2021-01-27,2020-12-31,3.58,USD
CADE,CADENCE FINANCIAL CORP,2021-01-25,2020-12-31,1.48,USD
CAG,Conagra Brands Inc,2021-03-29,2021-02-28,0.58,USD
CAH,Cardinal Health Inc,2021-02-05,2020-12-31,1.44,USD
CAI,Cai International Inc,2021-03-03,2020-12-31,1.13,USD
CAKE,Cheesecake Factory Inc,2021-02-17,2021-01-31,0.04,USD
CAL,Caleres Inc,2021-03-10,2021-02-28,0.02,USD
CALM,Cal-Maine Foods Inc,2021-03-29,2021-02-28,0.06,USD
CALX,Calix Inc,2021-01-27,2020-12-31,0.33,USD
CAPL,CrossAmerica Partners LP,2021-02-23,2020-12-31,0.11,USD
CAPR,Capricor Therapeutics Inc,2021-03-16,2020-12-31,,USD
CAR,Avis Budget Group Inc,2021-02-16,2020-12-31,-0.48,USD
CARG,CarGurus Inc - Class A,2021-02-15,2020-12-31,0.27,USD
CARS,Carscom Inc,2021-02-24,2020-12-31,0.45,USD
CASH,Meta Financial Group Inc,2021-01-27,2020-12-31,0.55,USD
CASI,CASI Pharmaceuticals Inc,2021-03-15,2020-12-31,-0.07,USD
CASS,Cass Information Systems Inc,2021-01-29,2020-12-31,,USD
CASS,Cass Information Systems Inc,2021-04-21,2021-03-31,,USD
CASY,Casey`s General Stores Inc,2021-03-08,2021-01-31,1.02,USD
CAT,Caterpillar Inc,2021-01-29,2020-12-31,1.48,USD
CATC,Cambridge Bancorp,2021-01-26,2020-12-31,1.95,USD
CATM,Cardtronics plc Class A,2021-01-27,2020-12-31,0.54,USD
CATO,Cato Corp - Class A,2021-03-17,2021-02-28,,USD
CATY,Cathay General Bancorp,2021-01-27,2020-12-31,0.76,USD
CB,Chubb Ltd,2021-02-02,2020-12-31,2.83,USD
CB,Chubb Ltd,2021-04-19,2021-03-31,,USD
CBB,Cincinnati Bell Inc,2021-02-18,2020-12-31,-0.2,USD
CBL,CBL,2021-02-04,2020-12-31,,USD
CBLAQ,CBLAQ,2021-02-04,2020-12-31,-0.13,USD
CBOE,Cboe Global Markets Inc,2021-02-05,2020-12-31,1.23,USD
CBPO,China Biologic Products Inc,2021-03-10,2020-12-31,0.69,USD
CBRE,CBRE Group Inc - Class A,2021-02-23,2020-12-31,0.94,USD
CBT,Cabot Corp,2021-02-01,2020-12-31,0.87,USD
CBTX,CBTX Inc,2021-01-27,2020-12-31,0.27,USD
CBU,Community Bank System Inc,2021-01-25,2020-12-31,0.76,USD
CBU,Community Bank System Inc,2021-04-19,2021-03-31,,USD
CBZ,Cbiz Inc,2021-02-22,2020-12-31,-0.03,USD
CC,The Chemours Company,2021-02-11,2020-12-31,0.39,USD
CCBG,Capital City Bank Group Inc,2021-01-28,2020-12-31,0.5,USD
CCBG,Capital City Bank Group Inc,2021-04-21,2021-03-31,,USD
CCC,Clarivate Plc,2021-02-25,2020-12-31,0.17,USD
CCI,Crown Castle International Corp,2021-01-27,2020-12-31,0.63,USD
CCK,Crown Holdings Inc,2021-02-09,2020-12-31,1.27,USD
CCK,Crown Holdings Inc,2021-04-19,2021-03-31,,USD
CCL,Carnival Corp (Paired Stock),2021-03-18,2021-02-28,,USD
CCMP,CMC Materials Inc,2021-02-03,2020-12-31,1.69,USD
CCNE,CNB Financial Corp (PA),2021-04-19,2021-03-31,,USD
CCO,Clear Channel Outdoor Holdings Inc,2021-02-25,2020-12-31,-0.18,USD
CCOI,Cogent Communications Holdings Inc,2021-02-25,2020-12-31,0.17,USD
CCRN,Cross Country Healthcares Inc,2021-03-02,2020-12-31,0.08,USD
CCS,Century Communities Inc,2021-02-04,2020-12-31,1.76,USD
CCXI,ChemoCentryx Inc,2021-03-08,2020-12-31,-0.34,USD
CDAY,Ceridian HCM Holding Inc,2021-02-08,2020-12-31,0.07,USD
CDE,Coeur Mining Inc,2021-02-17,2020-12-31,0.14,USD
CDE,Coeur Mining Inc,2021-04-20,2021-03-31,,USD
CDEV,Centennial Resource Development Inc - Class A,2021-02-22,2020-12-31,-0.07,USD
CDK,CDK Global Inc,2021-02-02,2020-12-31,0.81,USD
CDLX,Cardlytics Inc,2021-03-01,2020-12-31,-0.03,USD
CDNS,Cadence Design Systems Inc,2021-02-22,2020-12-31,0.74,USD
CDNS,Cadence Design Systems Inc,2021-04-19,2021-03-31,,USD
CDR,Cedar Realty Trust Inc,2021-02-04,2020-12-31,-0.2,USD
CDW,CDW Corp,2021-02-04,2020-12-31,1.49,USD
CDZI,Cadiz Inc,2021-03-11,2020-12-31,,USD
CE,Celanese Corp Series A,2021-01-28,2020-12-31,1.69,USD
CELC,Celcuity Inc,2021-03-10,2020-12-31,-0.22,USD
CENT,Central Garden & Pet Company,2021-02-03,2020-12-31,-0.01,USD
CENTA,Central Garden & Pet Co. - Class A,2021-02-03,2020-12-31,,USD
CENX,Century Aluminum Company,2021-02-18,2020-12-31,-0.26,USD
CEQP,Crestwood Equity Partners LP,2021-02-16,2020-12-31,0.26,USD
CERC,Cerecor Inc,2021-03-09,2020-12-31,-0.12,USD
CERN,Cerner Corp,2021-02-10,2020-12-31,0.78,USD
CETV,CETV,2021-02-04,2020-12-31,,USD
CETV,CETV,2021-04-20,2021-03-31,,USD
CEVA,Ceva Inc,2021-02-16,2020-12-31,0.11,USD
CF,CF Industries Holdings Inc,2021-02-10,2020-12-31,0.11,USD
CFB,Crossfirst Bankshares Inc,2021-01-28,2020-12-31,0.16,USD
CFFN,Capitol Federal Financial,2021-01-28,2020-10-31,0.12,USD
CFG,Citizens Financial Group Inc,2021-04-16,2021-03-31,,USD
CFMS,Conformis Inc,2021-03-03,2020-12-31,-0.09,USD
CFR,Cullen Frost Bankers Inc,2021-01-28,2020-12-31,1.28,USD
CFRX,ContraFect Corp,2021-03-16,2020-12-31,-0.31,USD
CFX,Colfax Corp,2021-02-19,2020-12-31,-0.33,USD
CG,Carlyle Group Inc The,2021-02-04,2020-12-31,0.43,USD
CGNX,Cognex Corp,2021-02-11,2020-12-31,0.27,USD
CHCI,Comstock Holding Company. Inc Class A,2021-04-13,2021-03-31,,USD
CHCO,City Holding Company,2021-01-27,2020-12-31,1.08,USD
CHD,Church & Dwight Company. Inc,2021-01-29,2020-12-31,0.52,USD
CHDN,Churchill Downs Inc,2021-02-24,2020-12-31,0.34,USD
CHE,Chemed Corp,2021-02-16,2020-12-31,5.13,USD
CHEF,Chefs Warehouse Inc,2021-02-10,2020-12-31,-0.29,USD
CHGG,Chegg Inc,2021-02-08,2020-12-31,0.49,USD
CHH,Choice Hotels International Inc,2021-02-16,2020-12-31,0.65,USD
CHK,CHK,2021-02-24,2020-12-31,,USD
CHKAQ,CHKAQ,2021-02-24,2020-12-31,-42.6,USD
CHKP,Check Point Software Technolgies,2021-02-03,2020-12-31,2.11,USD
CHMA,Chiasma Inc,2021-03-15,2020-12-31,-0.35,USD
CHMI,Cherry Hill Mortgage Investment Corp,2021-02-25,2020-12-31,0.29,USD
CHNG,Change Healthcare Inc,2021-02-03,2020-12-31,0.3,USD
CHRS,Coherus Biosciences Inc,2021-02-25,2020-12-31,0.23,USD
CHRW,C.H. Robinson Worldwide Inc,2021-01-26,2020-12-31,0.96,USD
CHS,Chico`s Fas Inc,2021-02-25,2020-11-30,-0.31,USD
CHTR,Charter Communications Inc - Class A,2021-01-29,2020-12-31,4.88,USD
CHUY,Chuy`s Holdings Inc,2021-03-03,2020-12-31,0.15,USD
CHWY,Chewy Inc - Class A,2021-03-31,2021-02-28,-0.1,USD
CI,Cigna Corp,2021-02-04,2020-12-31,3.66,USD
CIA,Citizens Inc - Class A,2021-02-12,2020-12-31,,USD
CIEN,CIENA Corp,2021-03-03,2021-01-31,0.45,USD
CIM,Chimera Investment Corp,2021-02-10,2020-12-31,0.31,USD
CINF,Cincinnati Financial Corp,2021-02-10,2020-12-31,1.18,USD
CIO,City Office REIT Inc,2021-02-24,2020-12-31,-0.04,USD
CIR,Circor International Inc,2021-03-01,2020-12-31,0.63,USD
CIT,CIT Group Inc,2021-01-26,2020-12-31,0.55,USD
CIT,CIT Group Inc,2021-04-19,2021-03-31,,USD
CIVB,Civista Bancshares Inc,2021-02-05,2020-12-31,0.44,USD
CIX,CompX International Inc,2021-02-24,2020-12-31,,USD
CKH,SEACOR Holdings Inc,2021-02-26,2020-12-31,0.31,USD
CL,Colgate-Palmolive Company,2021-01-29,2020-12-31,,USD
CLAR,Clarus Corp,2021-03-08,2020-12-31,0.28,USD
CLB,Core Laboratories N.V.,2021-01-27,2020-12-31,0.16,USD
CLB,Core Laboratories N.V.,2021-04-20,2021-03-31,,USD
CLBK,Columbia Financial Inc,2021-01-28,2020-12-31,0.14,USD
CLBS,Caladrius Biosciences Inc,2021-03-03,2020-12-31,-0.24,USD
CLCT,Collectors Universe Inc,2021-02-02,2020-12-31,,USD
CLDR,Cloudera Inc,2021-03-08,2021-01-31,0.11,USD
CLDT,Chatham Lodging Trust,2021-02-24,2020-12-31,-0.45,USD
CLDX,Celldex Therapeutics Inc,2021-03-24,2020-12-31,-0.37,USD
CLF,ClevelandCliffs Inc,2021-02-18,2020-12-31,0.17,USD
CLGX,CoreLogic Inc,2021-02-24,2020-12-31,1.1,USD
CLH,Clean Harbors Inc,2021-02-24,2020-12-31,0.39,USD
CLI,Mack Cali Realty Corp,2021-02-24,2020-12-31,-0.05,USD
CLMT,Calumet Specialty Products,2021-03-03,2020-12-31,-0.64,USD
CLNC,Colony NorthStar Credit Real Estate Inc Class A,2021-02-25,2020-12-31,0.15,USD
CLNE,Clean Energy Fuels Corp,2021-03-08,2020-12-31,,USD
CLPT,ClearPoint Neuro Inc,2021-02-10,2020-12-31,-0.14,USD
CLR,Continental Resources Inc OKLA,2021-02-24,2020-12-31,-0.09,USD
CLRB,Cellectar Biosciences Inc,2021-03-08,2020-12-31,,USD
CLVS,Clovis Oncology Inc,2021-02-23,2020-12-31,-0.78,USD
CLW,Clearwater Paper Corp,2021-02-24,2020-12-31,1.54,USD
CLX,Clorox Company,2021-02-04,2020-12-31,1.74,USD
CMA,Comerica Inc,2021-04-20,2021-03-31,,USD
CMC,Commercial Metals Company,2021-03-17,2021-02-28,0.48,USD
CMCM,Cheetah Mobile Inc,2021-03-22,2020-12-31,,CNY
CMCO,Columbus Mckinnon Corp,2021-01-28,2020-12-31,0.16,USD
CMCSA,Comcast Corp Class A,2021-01-28,2020-12-31,0.48,USD
CMD,Cantel Medical Corp,2021-03-03,2021-01-31,0.5,USD
CME,CME Group Inc - Class A,2021-02-10,2020-12-31,1.37,USD
CMG,Chipotle Mexican Grill,2021-02-02,2020-12-31,0.06,USD
CMG,Chipotle Mexican Grill,2021-04-19,2021-03-31,,USD
CMI,Cummins Inc,2021-02-04,2020-12-31,2.78,USD
CMLS,Cumulus Media Inc,2021-02-22,2020-12-31,0.02,USD
CMO,Capstead Mortgage Corp,2021-01-27,2020-12-31,0.16,USD
CMP,Compass Minerals International Inc,2021-02-08,2020-12-31,1.58,USD
CMPR,Cimpress plc,2021-01-27,2020-12-31,2.82,USD
CMRE,Costamare Inc,2021-01-26,2020-12-31,0.25,USD
CMRX,Chimerix Inc,2021-02-23,2020-12-31,-0.2,USD
CMS,CMS Energy Corporation,2021-02-04,2020-12-31,0.56,USD
CMTL,Comtech Telecommunications Corp,2021-03-02,2021-01-31,0.04,USD
CNA,CNA Financial Corp,2021-02-08,2020-12-31,0.99,USD
CNBKA,Century Bancorp Inc. Class A,2021-04-12,2021-03-31,,USD
CNC,Centene Corp,2021-02-09,2020-12-31,0.47,USD
CNDT,Conduent Inc,2021-02-18,2020-12-31,0.19,USD
CNK,Cinemark Holdings Inc,2021-02-19,2020-12-31,-1.42,USD
CNMD,Conmed Corp,2021-01-27,2020-12-31,0.76,USD
CNNE,Cannae Holdings Inc,2021-02-22,2020-12-31,-0.09,USD
CNO,CNO Financial Group Inc,2021-02-09,2020-12-31,0.56,USD
CNOB,ConnectOne Bancorp Inc,2021-01-28,2020-12-31,0.54,USD
CNP,Centerpoint Energy Inc,2021-02-25,2020-12-31,0.19,USD
CNR,Cornerstone Building Brands Inc,2021-03-01,2020-12-31,0.15,USD
CNS,Cohen & Steers Inc,2021-04-20,2021-03-31,,USD
CNSL,Consolidated Communications Holdings Inc,2021-02-18,2020-12-31,0.06,USD
CNST,Constellation Pharmaceuticals Inc,2021-03-08,2020-12-31,-0.76,USD
CNTG,Centogene NV,2021-04-21,2021-03-31,,EUR
CNTY,Century Casinos Inc,2021-03-12,2020-12-31,-0.02,USD
CNX,CNX Resources Corp,2021-01-28,2020-12-31,0.16,USD
CNXM,CNXM,2021-01-28,2020-12-31,,USD
CNXN,PC Connection Inc,2021-02-02,2020-12-31,0.62,USD
CODI,Compass Diversified Holdings,2021-02-24,2020-12-31,0.37,USD
COE,China Online Education Group American depositary shares each representing 15 Class A,2021-03-08,2020-12-31,0.09,CNY
COF,Capital One Financial Corp,2021-01-26,2020-12-31,2.76,USD
COF,Capital One Financial Corp,2021-04-21,2021-03-31,,USD
COG,Cabot Oil Gas Corp,2021-02-18,2020-12-31,0.25,USD
COHR,Coherent Inc,2021-01-25,2020-12-31,0.82,USD
COHU,Cohu Inc,2021-02-10,2020-12-31,0.61,USD
COKE,CocaCola Bottling Company Consolidated,2021-02-23,2020-12-31,2.44,USD
COLB,Columbia Banking System Inc,2021-01-28,2020-12-31,0.6,USD
COLD,Americold Realty Trust,2021-02-18,2020-12-31,0.13,USD
COLM,Columbia Sportswear Company,2021-02-04,2020-12-31,1.23,USD
COMM,CommScope Holding Company Inc,2021-02-18,2020-12-31,0.44,USD
CONE,CyrusOne Inc,2021-02-17,2020-12-31,-0.01,USD
CONN,Conns Inc,2021-04-12,2021-01-31,0.23,USD
COO,Cooper Companies Inc,2021-03-03,2021-01-31,2.78,USD
COP,Conoco Phillips,2021-02-02,2020-12-31,-0.19,USD
COR,CoreSite Realty Corp,2021-02-04,2020-12-31,0.45,USD
CORE,Core-Mark Hldg Co Inc,2021-03-01,2020-12-31,0.32,USD
CORR,Corenergy Infrastructure Trust Inc,2021-02-24,2020-12-31,-0.43,USD
CORT,Corcept Therapeutics Inc,2021-02-18,2020-12-31,0.18,USD
COST,Costco Wholesale Corp,2021-03-04,2020-12-31,2.41,USD
COTY,Coty Inc - Class A,2021-02-03,2020-12-31,0.08,USD
COUP,Coupa Software Inc,2021-03-15,2021-01-31,-0.11,USD
COWN,Cowen Inc Class A,2021-02-11,2020-12-31,2.96,USD
CPA,Copa Holdings SA,2021-02-10,2020-12-31,-2.13,USD
CPB,Campbell Soup Company,2021-03-02,2021-01-31,0.84,USD
CPE,Callon Petroleum Company,2021-02-24,2020-12-31,0.45,USD
CPF,Central Pacific Financial Corp,2021-01-27,2020-12-31,0.35,USD
CPF,Central Pacific Financial Corp,2021-04-20,2021-03-31,,USD
CPIX,Cumberland Pharmaceuticals Inc,2021-03-16,2020-12-31,-0.01,USD
CPK,Chesapeake Utilities Corp,2021-02-24,2020-12-31,1.13,USD
CPLG,CorePoint Lodging Inc,2021-03-10,2020-12-31,-0.84,USD
CPLP,Capital Product Partners LP,2021-02-03,2020-12-31,0.48,USD
CPRI,Capri Holdings Ltd,2021-02-03,2020-12-31,0.94,USD
CPRT,Copart Inc,2021-02-17,2021-01-31,0.79,USD
CPSI,Computer Programs Systems Inc,2021-02-09,2020-12-31,0.67,USD
CPSS,Consumer Portfolio Service Inc,2021-03-15,2020-12-31,0.23,USD
CPSS,Consumer Portfolio Service Inc,2021-04-14,2021-03-31,,USD
CPST,Capstone Turbine Corp,2021-02-09,2020-12-31,-0.29,USD
CPT,Camden Property Trust,2021-02-04,2020-12-31,0.34,USD
CPTA,Capitala Finance Corp,2021-03-01,2020-12-31,0.18,USD
CQP,Cheniere Energy Partners LP,2021-02-23,2020-12-31,0.66,USD
CR,Crane Company,2021-01-25,2020-12-31,1.1,USD
CRAI,CRA International Inc,2021-02-25,2020-12-31,0.77,USD
CRC,California Resources Corporation - New,2021-02-24,2020-12-31,,USD
CRCQQ,CRCQQ,2021-02-24,2020-12-31,,USD
CRC_OLD,CRC_OLD,2021-02-24,2020-12-31,,USD
CRDA,CRDA,2021-03-03,2020-12-31,,USD
CRDF,Cardiff Oncology Inc,2021-02-25,2020-12-31,-0.14,USD
CREE,Cree Inc,2021-01-27,2020-12-31,-0.25,USD
CREX,Creative Realities Inc,2021-03-10,2020-12-31,,USD
CRI,Carters Inc,2021-02-22,2020-12-31,2.75,USD
CRIS,Curis Inc,2021-03-17,2020-12-31,-0.1,USD
CRK,Comstock Resources Inc,2021-02-17,2020-12-31,0.09,USD
CRL,Charles River Laboratories International Inc,2021-02-09,2020-12-31,2.1,USD
CRM,Salesforce.Com Inc,2021-02-23,2021-01-31,0.75,USD
CRMT,Americas Car Mart Inc,2021-02-17,2021-01-31,2.55,USD
CRNT,Ceragon Networks Ltd,2021-02-08,2020-12-31,0.01,USD
CROX,Crocs Inc,2021-02-25,2020-12-31,0.7,USD
CROX,Crocs Inc,2021-04-21,2021-03-31,,USD
CRS,Carpenter Technology Corp,2021-01-28,2020-12-31,-0.57,USD
CRSP,CRISPR Therapeutics AG,2021-02-10,2020-12-31,-1.27,USD
CRTO,Criteo S.A,2021-02-09,2020-12-31,0.76,USD
CRUS,Cirrus Logic Inc,2021-02-01,2020-12-31,1.86,USD
CRVL,Corvel Corp,2021-02-02,2020-12-31,,USD
CRWD,Crowdstrike Holdings Inc - Class A,2021-03-17,2021-01-31,0.08,USD
CRY,Cryolife Inc,2021-02-11,2020-12-31,0.03,USD
CSBR,Champions Oncology Inc,2021-03-10,2021-01-31,0.01,USD
CSCO,Cisco Systems Inc,2021-02-09,2021-01-31,0.75,USD
CSFL,CSFL,2021-01-25,2020-12-31,,USD
CSFL,CSFL,2021-04-21,2021-03-31,,USD
CSGP,Costar Group Inc,2021-02-23,2020-12-31,2.42,USD
CSGS,CSG Systems International Inc,2021-02-03,2020-12-31,0.77,USD
CSII,Cardiovascular Systems Inc,2021-02-03,2020-12-31,-0.06,USD
CSIQ,Canadian Solar Inc,2021-03-24,2020-12-31,-0.55,USD
CSL,Carlisle Companies Inc,2021-02-04,2020-12-31,1.17,USD
CSL,Carlisle Companies Inc,2021-04-22,2021-03-31,,USD
CSLT,Castlight Health Inc Class B,2021-02-23,2020-12-31,-0.02,USD
CSOD,Cornerstone OnDemand Inc,2021-02-17,2020-12-31,0.27,USD
CSR,Centerspace,2021-02-17,2020-12-31,-0.62,USD
CSTE,Caesarstone SdotYam Ltd,2021-02-10,2020-12-31,,USD
CSTM,Constellium NV,2021-02-17,2020-12-31,0.01,EUR
CSTR,CapStar Financial Holdings Inc,2021-01-28,2020-12-31,0.37,USD
CSU,Capital Senior Living Corp,2021-03-29,2020-12-31,-5.85,USD
CSWI,CSW Industrials Inc,2021-02-02,2020-12-31,0.34,USD
CSX,CSX Corp,2021-04-20,2021-03-31,,USD
CTAS,Cintas Corporation,2021-03-17,2021-02-28,2.14,USD
CTB,Cooper Tire & Rubber Company,2021-02-22,2020-12-31,0.92,USD
CTBI,Community Trust Bancorp Inc,2021-04-13,2021-03-31,,USD
CTL,CTL,2021-02-10,2020-12-31,,USD
CTLT,Catalent Inc,2021-02-01,2020-12-31,0.55,USD
CTO,CTO Realty Growth Inc,2021-02-18,2020-12-31,6.66,USD
CTRE,CareTrust REIT Inc,2021-02-18,2020-12-31,0.2,USD
CTRN,Citi Trends Inc,2021-03-11,2021-02-28,,USD
CTSH,Cognizant Technology Solutions Corp - Class A,2021-02-03,2020-12-31,0.9,USD
CTT,CatchMark Timber Trust Inc - Class A,2021-02-11,2020-12-31,-0.04,USD
CTVA,Corteva Inc,2021-02-03,2020-12-31,-0.05,USD
CTXS,Citrix Systems Inc,2021-04-21,2021-03-31,,USD
CUB,Cubic Corp,2021-02-03,2020-12-31,-0.01,USD
CUBE,CubeSmart,2021-02-18,2020-12-31,0.2,USD
CUBI,Customers Bancorp Inc,2021-01-27,2020-12-31,1.59,USD
CUK,Carnival plc,2021-03-18,2021-02-28,,USD
CUTR,Cutera Inc,2021-02-24,2020-12-31,0.05,USD
CUZ,Cousins Properties Inc,2021-02-11,2020-12-31,0.18,USD
CVA,Covanta Holding Corp,2021-02-18,2020-12-31,-0.01,USD
CVBF,CVB Financial Corp,2021-04-20,2021-03-31,,USD
CVCO,Cavco Industries Inc,2021-02-01,2020-12-31,1.73,USD
CVCY,Central Valley Community Bancorp,2021-04-13,2021-03-31,,USD
CVET,Covetrus Inc,2021-03-01,2020-12-31,0.15,USD
CVGW,Calavo Growers Inc,2021-03-08,2021-01-31,0.19,USD
CVI,CVR Energy Inc,2021-02-17,2020-12-31,-0.72,USD
CVLG,Covenant Logistics Group Inc Class A,2021-01-25,2020-12-31,0.62,USD
CVLT,Commvault Systems Inc,2021-01-27,2020-12-31,0.47,USD
CVLY,Codorus Valley Bancorp Inc,2021-01-31,2020-12-31,,USD
CVLY,Codorus Valley Bancorp Inc,2021-04-21,2021-03-31,,USD
CVNA,Carvana Company. Class A,2021-03-01,2020-12-31,-0.49,USD
